;;HLAVNÍ MĚSTO PRAHA;;;;;;;;;;;;;;;
CZ020;2105;Černošice;7;Červený Újezd;532215;obec;1;1;534;1 626;374;215;2;1;1;;CZ020A
CZ020;2105;Černošice;8;Číčovice;539147;obec;1;2;652;303;43;53;-;-;1;;CZ020A
CZ020;2105;Černošice;9;Čisovice;539155;obec;2;1;1 200;1 173;246;235;2;1;1;;CZ020A
CZ020;2105;Černošice;10;Davle;539163;městys;3;2;747;1 820;389;350;2;1;-;;CZ020A
CZ020;2105;Černošice;11;Dobrovíz;539171;obec;1;1;597;588;115;115;2;1;1;;CZ020A
CZ020;2105;Černošice;12;Dobříč;539180;obec;1;1;349;585;66;46;2;1;1;;CZ020A
CZ020;2105;Černošice;13;Dobřichovice;539198;město;1;1;1 092;3 770;806;706;2;1;1;;CZ020A
CZ020;2105;Černošice;14;Dolní Břežany;539210;obec;4;2;1 063;4 620;1 078;591;2;1;1;;CZ020A
CZ020;2105;Černošice;15;Drahelčice;531146;obec;1;1;477;1 508;423;119;2;1;1;;CZ020A
CZ020;2105;Černošice;16;Holubice;539228;obec;2;2;796;2 149;589;213;2;1;-;;CZ020A
CZ020;2105;Černošice;17;Horoměřice;539236;obec;1;1;805;5 080;1 074;671;2;1;1;;CZ020A
CZ020;2105;Černošice;18;Hostivice;539244;město;2;2;1 447;9 123;1 726;1 385;2;1;1;;CZ020A
CZ020;2105;Černošice;19;Hradištko;539252;obec;4;1;1 188;2 411;490;481;2;1;-;;CZ020A
CZ020;2105;Černošice;20;Hvozdnice;539261;obec;1;1;470;582;104;131;2;1;-;;CZ020A
CZ020;2105;Černošice;21;Choteč;539287;obec;1;1;370;379;71;57;-;1;1;;CZ020A
CZ020;2105;Černošice;22;Chrášťany;539295;obec;1;1;415;1 127;220;141;2;1;1;;CZ020A
CZ020;2105;Černošice;23;Chýně;539309;obec;1;1;500;4 657;1 371;292;2;1;1;;CZ020A
CZ020;2105;Černošice;24;Chýnice;513431;obec;1;1;420;438;83;68;2;1;1;;CZ020A
CZ020;2105;Černošice;25;Jeneč;539317;obec;1;1;734;1 342;220;259;2;1;1;;CZ020A
CZ020;2105;Černošice;26;Jesenice;539325;město;4;4;1 754;10 169;2 340;1 097;2;1;1;;CZ020A
CZ020;2105;Černošice;27;Jílové u Prahy;539333;město;7;3;1 625;5 165;1 078;882;2;1;1;;CZ020A
CZ020;2105;Černošice;28;Jíloviště;539341;obec;1;1;1 401;718;109;148;2;1;1;;CZ020A
CZ020;2105;Černošice;29;Jinočany;539350;obec;1;1;375;2 232;551;245;2;1;1;;CZ020A
CZ020;2105;Černošice;30;Kamenný Přívoz;539368;obec;4;2;627;1 547;261;336;2;1;1;;CZ020A
CZ020;2105;Černošice;31;Karlík;599727;obec;1;1;188;485;98;76;2;1;1;;CZ020A
CZ020;2105;Černošice;32;Klínec;571211;obec;1;1;517;792;163;128;2;1;-;;CZ020A
CZ020;2105;Černošice;33;Kněževes;539384;obec;1;1;255;627;107;125;2;1;1;;CZ020A
CZ020;2105;Černošice;34;Kosoř;539392;obec;1;1;389;855;122;167;2;1;1;;CZ020A
CZ020;2105;Černošice;35;Kytín;571261;obec;1;1;1 089;598;133;134;2;1;-;;CZ020A
CZ020;2105;Černošice;36;Lety;539406;obec;1;1;324;1 567;360;267;2;1;1;;CZ020A
CZ020;2105;Černošice;37;Libčice nad Vltavou;539414;město;1;3;710;3 531;673;673;2;1;1;;CZ020A
CZ020;2105;Černošice;38;Libeř;539422;obec;2;2;1 362;1 597;292;220;2;1;-;;CZ020A
CZ020;2105;Černošice;39;Lichoceves;571326;obec;2;2;518;410;79;56;-;-;-;;CZ020A
CZ020;2105;Černošice;40;Líšnice;539457;obec;1;1;740;791;179;135;2;1;-;;CZ020A
CZ020;2105;Černošice;41;Měchenice;539490;obec;1;1;133;851;142;204;-;1;-;;CZ020A
CZ020;2105;Černošice;42;Mníšek pod Brdy;540765;město;1;3;2 650;6 250;1 396;1 077;2;1;1;;CZ020A
CZ020;2105;Černošice;43;Nučice;531618;obec;1;1;595;2 382;530;268;2;1;1;;CZ020A
